,Duration,Call Id,Match,mnth_sin,day_sin,hr_sin,mnth_cos,day_cos,hr_cos,type_Current Customer,type_Hang-ups,type_Other,type_Sales,type_Service,status_Answering Service/Call Center,status_Current Customer,status_Disconnected in Progress,status_Existing Customer Prospect,status_Hang-up,status_Left Message/Voice Mail,status_New Prospect,status_Other,status_Referral Prospect,status_Repeat Caller,Words
383,238,733612984,1,0.258819045,0.707106781,-2.45E-16,0.5,0.5,0.866025404,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"air conditioner wasn't working the first part of the Furnace deleted everything but he couldn't seem to find her massage I didn't fix it so anyway I'm I am like a cracker with me know you tell me to be done I don't know what happened I would like with me at all yes my name is Nancy Survivor working on the summertime was it something different okay well over $1,000 for the problem was discovered that in this Pro V be removed is Belle Tire in the front did not discuss it with me in order for me to get with discover and I don't think I should have to pay clothes in the summer time I open up an account and I can see where he has removed and then we attached family trying to figure out what was wrong with the furnace "
389,254,735310556,1,0.258819045,0.707106781,0.5,0.5,0.5,-1.84E-16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,this is Norma Perry speaking of somebody call me a little while ago don't have a Tony the Prada come here at 8:30 or 8:30 tomorrow Norma Perry Norma Perry calling this phone number while ago regarding Tony plumber coming her home tomorrow morning that's between 8:30 appropriate parking come in at 9 to get them out of there probably by the time they come and they need the water to say clean him and everything so would you have to come like later in the morning like usually sooner Tyrone see what happens okay well thank you very much very much 
395,323,729587405,1,0.5,0.258819045,0.707106781,-1.84E-16,1,-0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,animal call you connect tonight I'm an exact time okay 
401,226,1036383936,1,0.258819045,0.258819045,-0.5,0.5,1,0.866025404,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Bridget Miller with Maria how can I file he did it for many years and soul over there I need this is Barry Neal Andy 1049 Randy Somerville with us you are in Summerville s o m e r l l Drive Andy Somerville is one word Stewart Stewart so we are a i l l e Dr hello Dr Brett there is an 6 a 5 or 1 it's 519-657-7753 p r e r r i e gay Neil l gmail.com stepped Tula you know that I'll schedule your you know for your maintenance there our technician will come and see you know how old I'm guessing it's Paul beers old Stephen air handling system in this house too I don't know if you guys can look at that because I don't know how it works when he's there he will have a love to know so we're booked me to be here when first available is 10th of November remember okay morning and leave on Saturday I meant I will let you know will notify you that you 
407,228,734719905,1,0.258819045,0.258819045,0.5,0.5,1,-1.84E-16,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,okay 
413,341,1037176662,0,0.258819045,0.707106781,-0.258819045,0.5,0.5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,the great afternoon Home Service resting and I mean yes hi how are you on Monday for my sub pump that is at this point how far to to let it rise in the pump before so and it's going to rain again all day tomorrow but I'm not sure for how long so she has this water filter ground normal water the Sub Pompano getting off another column killed ohh see h i o d o concerned okay so as of right now we don't have anything available until the police for more would give you a call I'm at work tomorrow so I'm just concerned what happens if you get up to the top and it's overnight or whatever so that's my concern of course I don't have to be serviced yeah you have an emergency service call but I think Cinemas Owosso basement to me that it's an emergency so I just still confused yes house full of water deal with this now I guess okay so so I fill up and he will come tomorrow if I can make an emergency we can best partner have for you I call you that is already half full circle in training all day and then tomorrow the problem so if it's not already kind of urgent call it I will get home but it's getting out much more than it is now then I'm going to call and say it's an emergency if that's what I should do definitely okay okay so I can try to call you had a 4 hours to give us a call alright I'll be on it so thanks a lot I just worried if I was going to rain tomorrow and it's already half full so that's a little bit concerned okay I'll call you back tomorrow I'll call tomorrow o'clock I could be here at 3:30 yeah problem 
419,163,1038986582,0,0.5,0,0.707106781,-1.84E-16,0.866025404,-0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,they can certainly ask them how to make you smile I guess how are you is it possible to move that what it says type of lights and garage family room first thing in the morning that's good so forth on the maybe the 30th or maybe the 31st or 29th okay okay once I can always see if it's too late yeah I have you at what is available time did you want first yeah it's a true long that appointment Ray's birthday wishes and wait on the spot says yes or no because I have a cup of coffee so Casino know he's probably done by Pastor really yeah he's there first thing I would get his family how many lights well there's two different in their big fluorescent garage and as long as he has been in His Radio available to do with them give you a call thank you bye 
425,183,725826919,0,0.5,0,-0.5,-1.84E-16,0.866025404,0.866025404,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,prefer we can help you with that just takes me station from you we can set up an appointment for when you come over that with you Perkins McGraw how many pecks happy people Argo phone number 251-966-8628 94528 to work I'm at you wanted so Monday Tuesday I think Alina morning okay I will give you a call when they're coming okay for half an hour perfect okay 
431,258,733158841,1,0.5,0.258819045,-0.707106781,-1.84E-16,1,0.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,thank you bye bye 
437,198,732985416,0,0.5,0.258819045,0.707106781,-1.84E-16,1,-0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7103
443,484,1037685878,0,0.5,0,-0.866025404,-1.84E-16,0.866025404,1.19E-15,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,listen to make you after I do we have one of Master Plumber ours I like the master file a petition okay do you do bathroom are you like I have left me drains for the shower went and the drain the same amount to move the drain for the chanella leasee and bringing water for the toilet and for the caps for the sink alright so you want to try to Westbury move the drain for the shower I need 3 seats left and sweet to the house Thomas what we can do it now someone come out there and then how much is it for a quote for a consult for you but it doesn't cost me so he'll come out and do a quote and then he'll give you and if you're happy with Healthy Life Health owner to take there in there you type role all that but now it's having to do it comes from okay after he bring some and then I have to get the frame either like raining has to stay for he's got a break from 1/2 to one of the pieces of the framing is done and then I have to put a training shower and then he has to come back and install the past hour on the framing it is not a problem even all up to you as well and had both Services hi to speak so I'm a walk through out notice not found on his back Lisa I am ber Timber walk is that one word yes Trail never let me give you my cellphone it's 7:05 99809 you up on Google and Jim hi Jen Williamson are you available on Thursday anytime before there you know and my nose we can have someone come on stars and that is the earliest we have my prayers I will you looking for morning so afternoon this morning I want to come up 9:11 yeah 911 who might expect the name my she's not my busy you know okay and I'm going to verify something but I sure hope so I love you very much no problem having fun bye 
449,176,1038343136,1,0.5,0.707106781,0.707106781,-1.84E-16,0.5,-0.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,good afternoon Home Service the clinic is now ohh hi my name is Craig life and I wondered if somebody could come by my toilet has been running for the last 2 days so I don't know if you need a new one or what's going on so I hope you are and what we're Avenue East yes I'm just going to take a look at the calendar and see what we have available for someone to come out verify your information so have your phone number five one 9 VIP OMB at Rogers calendar this week tomorrow available okay what's going to mall yes perfect for the rest mornings or afternoon preferably in the morning I guess what I can I will maybe he didn't get the first call in the morning so I'll see you a week in the morning okay call in the morning and let you know what I'm doing anymore it looks sbly then I'm going to hit me finish first Brock call you tomorrow morning if that's works that's good so I'll be out but I want to let you know if you want I'll have a great alright alright love you too bye 
455,186,731657618,0,0.5,0.5,0.5,-1.84E-16,0.866025404,-1.84E-16,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,what you're speaking is Jon Surfs now 7228 Lloyd I'm calling them yes some of the stores and II Street 
461,349,731618763,1,0.5,0.5,0.707106781,-1.84E-16,0.866025404,-0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,I am pretty sure last time you were here we used to credit card 
467,195,731485173,1,0.5,0.258819045,-0.5,-1.84E-16,1,0.866025404,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,thank you 
473,262,731114439,1,0.5,0,-2.45E-16,-1.84E-16,0.866025404,0.866025404,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,speaking how can I make a smile whatever you are hey 11441 okay no problem okay you are aware we do I feel like she needs any straight to give us a call I do have 20 of 4 on Wednesday afternoon well that's a bad thing so comma then go ahead with repairs in my he's not able to accept cash check Visa or MasterCard thank you alright good morning no problem finding the morning I have to leave by 5 perfect thank you 
